Version,Power (hp),Consumption (l/100 km),Interior,Location,Registration city,Number of doors,Assembly,Source,Model,Body Type,Car documents,Title,Number of seats,Number of Owners,Price,URL,Color,Air Conditioning,Make,Year
89,67.0,15.0,2,722,22,1,1,1,411,6,1,376,5.0,1.0,9500000.0,522,13,1,14,54
1743,67.0,15.0,1,427,22,1,1,1,94,3,1,331,7.0,2.0,900000.0,487,11,1,11,49
182,67.0,15.0,1,427,22,1,1,1,319,4,1,1224,4.0,2.0,2130000.0,1968,1,1,28,50
1570,67.0,15.0,1,427,22,1,0,1,348,9,1,1311,4.0,1.0,2230000.0,2074,9,1,29,49
421,67.0,15.0,1,427,14,1,1,1,260,6,1,1057,5.0,2.0,7050000.0,1756,13,1,21,54
1743,67.0,15.0,2,427,14,1,1,1,419,4,0,1730,5.0,2.0,210000.0,3053,2,1,35,22
75,67.0,15.0,1,427,22,1,1,1,172,4,1,775,5.0,2.0,1675000.0,1328,1,1,15,38
254,67.0,15.0,1,427,22,1,0,1,171,7,1,753,5.0,2.0,1550000.0,1297,2,1,15,37
1676,67.0,15.0,1,700,9,1,1,1,411,2,1,1640,4.0,4.0,935000.0,2809,1,1,35,41
1489,67.0,15.0,1,700,18,1,1,1,170,7,1,740,5.0,3.0,1895000.0,1274,12,1,15,43
1582,67.0,15.0,1,473,22,1,0,1,411,4,1,1663,4.0,2.0,1320000.0,2904,13,1,35,48
1303,67.0,15.0,1,473,35,1,1,1,33,10,1,72,7.0,1.0,1950000.0,81,12,1,5,54
1743,67.0,15.0,1,29,22,1,0,1,411,4,1,1364,5.0,2.0,949999.0,2384,7,1,35,54
1743,67.0,15.0,1,29,22,1,1,1,411,4,1,1018,5.0,4.0,1930000.0,1691,1,1,20,54
1297,67.0,15.0,1,29,22,1,0,1,593,2,1,2678,5.0,2.0,3200000.0,4963,6,1,37,46
1743,67.0,15.0,1,506,35,1,1,1,312,4,1,1365,4.0,2.0,2800000.0,2416,13,1,35,57
1743,67.0,15.0,1,506,18,1,1,1,104,7,1,2097,5.0,2.0,3725000.0,4250,9,1,37,49
931,67.0,15.0,1,511,14,1,0,1,570,2,1,2592,5.0,1.0,7300000.0,4852,2,1,37,50
1733,67.0,15.0,1,474,18,1,0,1,59,2,1,159,5.0,1.0,399000.0,191,13,1,10,20
1743,67.0,15.0,1,576,18,1,0,1,0,7,1,2207,5.0,2.0,900000.0,4123,5,1,37,21
1743,67.0,15.0,1,121,9,1,1,1,60,8,1,173,4.0,3.0,800000.0,223,13,1,10,36
263,67.0,15.0,1,474,43,1,1,1,308,2,1,1193,5.0,2.0,950000.0,1926,2,1,27,39
280,67.0,15.0,1,716,22,1,0,1,593,2,1,2682,5.0,3.0,2575000.0,4991,7,1,37,48
1654,67.0,15.0,1,576,22,1,1,1,544,6,1,2435,7.0,1.0,15000000.0,4636,13,1,37,54
831,67.0,15.0,1,121,22,1,1,1,411,6,1,1979,4.0,1.0,1450000.0,3712,13,1,35,54
871,67.0,15.0,1,506,22,1,1,1,419,8,1,1731,5.0,1.0,250000.0,3054,2,1,35,29
1743,67.0,15.0,1,37,22,1,1,1,411,2,1,1677,4.0,1.0,3500000.0,2959,13,1,35,55
1028,67.0,15.0,1,37,33,1,0,1,436,8,1,1823,5.0,3.0,330000.0,3249,13,1,35,25
1743,67.0,15.0,1,37,35,1,1,1,450,8,1,1993,5.0,2.0,1950000.0,3732,13,1,35,45
169,67.0,15.0,1,37,22,1,0,1,70,2,1,265,5.0,3.0,2215000.0,398,13,1,10,46
155,67.0,15.0,1,37,22,1,1,1,522,7,1,2301,5.0,5.0,2215000.0,4311,1,1,37,44
1743,67.0,15.0,1,37,39,1,1,1,426,4,1,1765,4.0,2.0,350000.0,3126,13,1,35,30
1743,67.0,15.0,1,37,22,1,1,1,227,7,1,950,5.0,5.0,425000.0,1581,13,1,16,26
254,67.0,15.0,1,37,22,1,1,1,404,1,1,1563,4.0,3.0,750000.0,2580,4,1,35,37
1743,67.0,15.0,1,37,22,1,0,1,198,8,1,870,5.0,2.0,2150000.0,1477,1,1,15,47
1623,67.0,15.0,1,37,22,1,1,1,171,7,1,755,4.0,2.0,2517000.0,1303,13,1,15,42
1743,67.0,15.0,1,297,22,1,0,1,155,7,1,680,5.0,2.0,1675000.0,1177,13,1,15,38
1743,67.0,15.0,1,297,22,1,0,1,418,10,1,1716,7.0,2.0,3150000.0,3019,10,1,35,56
126,67.0,15.0,1,297,22,1,1,1,497,7,1,2125,5.0,3.0,2525000.0,3985,5,1,37,43
86,67.0,15.0,1,297,14,1,1,1,137,7,1,542,5.0,2.0,3250000.0,854,11,1,15,48
276,67.0,15.0,1,297,22,1,1,1,522,7,1,2294,5.0,2.0,2375000.0,4293,12,1,37,42
30,67.0,15.0,1,476,35,1,1,1,27,7,1,426,5.0,1.0,4925000.0,591,13,1,15,57
1743,67.0,15.0,1,476,22,1,0,1,449,8,1,1982,4.0,2.0,2400000.0,3714,13,1,35,48
280,67.0,15.0,1,297,22,1,1,1,434,2,1,1814,4.0,2.0,725000.0,3539,7,1,35,44
365,67.0,15.0,1,476,22,1,1,1,522,7,1,2298,5.0,2.0,2250000.0,4301,12,1,37,43
413,67.0,15.0,1,297,35,1,1,1,457,8,1,2054,5.0,1.0,3350000.0,3925,12,1,35,55
407,67.0,15.0,1,297,22,1,0,1,411,8,1,1630,4.0,2.0,750000.0,2745,13,1,35,39
617,67.0,15.0,1,476,9,1,0,1,94,3,1,335,7.0,2.0,1040000.0,490,12,1,11,51
1743,67.0,15.0,1,38,22,1,0,1,411,8,1,887,4.0,2.0,2650000.0,1497,1,1,15,54
607,67.0,15.0,1,474,18,1,1,1,47,4,1,120,5.0,4.0,1150000.0,145,9,1,10,45
1416,67.0,15.0,1,576,43,1,0,1,157,7,1,695,5.0,5.0,1470000.0,1206,7,1,15,38
1743,67.0,15.0,1,716,22,1,1,1,229,2,1,962,5.0,3.0,939000.0,1598,12,1,16,36
1743,67.0,15.0,1,474,14,1,1,1,394,4,1,1508,5.0,2.0,1290000.0,2488,5,1,35,38
307,67.0,15.0,1,121,22,1,1,1,532,4,1,2400,5.0,2.0,3300000.0,4591,13,1,37,49
1432,67.0,15.0,1,14,22,1,0,1,411,7,1,2602,5.0,2.0,3790000.0,4859,10,1,37,54
193,67.0,15.0,1,121,22,1,0,1,411,5,1,1316,2.0,1.0,300000.0,2081,11,1,29,54
24,67.0,15.0,1,42,22,1,0,1,90,2,1,2644,4.0,2.0,2325000.0,4912,12,1,37,43
327,67.0,15.0,1,474,22,1,0,1,137,7,1,562,5.0,2.0,3650000.0,943,9,1,15,53
1743,67.0,15.0,1,815,29,1,0,1,394,10,1,1517,5.0,2.0,1100000.0,2506,13,1,35,45
1743,15.0,12.0,1,815,22,1,1,1,117,2,1,407,5.0,1.0,4800000.0,565,12,1,15,53
297,67.0,15.0,1,521,22,1,1,1,394,3,1,1520,7.0,2.0,1200000.0,2522,6,1,35,48
175,67.0,15.0,1,521,22,1,1,1,522,7,1,2301,4.0,2.0,2500000.0,4318,9,1,37,44
429,67.0,15.0,1,403,22,1,1,1,7,4,1,25,4.0,2.0,350000.0,23,13,1,0,39
267,67.0,15.0,1,521,9,1,1,1,405,0,1,1579,4.0,4.0,800000.0,2611,2,1,35,40
922,67.0,15.0,1,558,22,1,1,1,137,7,1,531,5.0,3.0,2585000.0,812,1,1,15,44
1743,67.0,15.0,1,31,22,1,1,1,411,8,1,2810,4.0,2.0,900000.0,1813,12,1,35,54
1574,67.0,15.0,1,369,46,1,0,1,559,2,1,2531,5.0,1.0,4250000.0,4767,1,1,37,55
1743,67.0,15.0,1,369,14,1,1,1,405,8,1,1597,4.0,3.0,2700000.0,2651,12,1,35,52
53,67.0,15.0,1,41,22,1,1,1,134,7,1,498,4.0,3.0,1695000.0,728,7,1,15,38
591,67.0,15.0,1,818,22,1,1,1,411,7,1,1635,5.0,3.0,840000.0,2781,13,1,35,40
1743,67.0,15.0,1,818,22,1,1,1,171,4,1,754,4.0,2.0,1550000.0,1299,2,1,15,38
874,67.0,15.0,1,818,22,1,1,1,171,4,1,757,5.0,2.0,2400000.0,1305,1,1,15,45
656,67.0,15.0,1,818,22,1,1,1,172,7,1,782,5.0,4.0,2350000.0,1349,11,1,15,43
1482,67.0,15.0,1,818,22,1,1,1,159,7,1,703,5.0,3.0,4350000.0,1210,13,1,15,49
1743,67.0,15.0,1,818,29,1,1,1,411,4,1,1636,5.0,2.0,800000.0,2764,13,1,35,40
370,67.0,15.0,1,818,14,1,0,1,373,2,1,46,5.0,2.0,3800000.0,49,7,1,3,36
658,67.0,15.0,1,801,14,1,1,1,103,6,1,88,7.0,1.0,8245000.0,100,11,1,5,55
477,67.0,15.0,1,827,14,1,1,1,522,7,1,2332,5.0,1.0,4200000.0,4411,13,1,37,50
1733,67.0,15.0,1,681,35,1,1,1,380,8,1,1412,4.0,1.0,2150000.0,2309,13,1,35,53
1743,67.0,15.0,1,45,35,1,1,1,411,4,1,2830,5.0,2.0,275000.0,3958,12,1,35,54
571,67.0,15.0,1,544,22,1,1,1,450,4,1,1994,5.0,2.0,1775000.0,3730,13,1,35,45
1743,67.0,15.0,0,681,22,1,1,1,411,2,1,1615,5.0,2.0,600000.0,2690,6,1,35,33
1397,67.0,15.0,1,827,22,1,1,1,148,7,1,633,4.0,2.0,1450000.0,1067,13,1,15,38
212,67.0,15.0,1,681,18,1,1,1,125,7,1,438,4.0,3.0,600000.0,604,12,1,15,31
604,67.0,15.0,1,681,18,1,1,1,148,7,1,625,4.0,2.0,1115000.0,1042,13,1,15,34
572,67.0,15.0,1,827,22,1,1,1,450,2,1,1998,5.0,1.0,2150000.0,3742,0,1,35,48
1743,67.0,15.0,1,681,43,1,0,1,564,7,1,2543,5.0,2.0,1550000.0,4783,5,1,37,37
1721,67.0,15.0,1,681,22,1,1,1,380,1,1,1376,5.0,2.0,680000.0,2150,12,1,35,38
187,67.0,15.0,1,544,43,1,1,1,405,2,1,1597,5.0,2.0,1500000.0,2652,12,1,35,52
1377,67.0,15.0,1,678,22,1,0,1,229,8,1,964,5.0,4.0,850000.0,1610,13,1,16,37
875,67.0,15.0,1,678,22,1,1,1,229,8,1,964,5.0,3.0,820000.0,1607,13,1,16,37
1757,67.0,15.0,1,678,22,1,0,1,516,7,1,2271,5.0,2.0,3450000.0,4252,12,1,37,40
1743,67.0,15.0,1,171,22,1,1,1,411,7,1,595,5.0,2.0,1500000.0,1093,13,1,15,54
471,67.0,15.0,1,781,14,1,1,1,127,7,1,468,5.0,2.0,4100000.0,662,12,1,15,53
339,67.0,15.0,1,742,22,1,1,1,532,7,1,2391,5.0,1.0,3125000.0,4570,13,1,37,47
1743,67.0,15.0,1,781,22,1,1,1,148,7,1,633,5.0,2.0,1590000.0,1072,7,1,15,38
1709,67.0,15.0,1,491,22,1,1,1,155,7,1,691,5.0,2.0,3375000.0,1198,1,1,15,47
87,67.0,15.0,1,13,22,1,1,1,137,7,1,552,5.0,1.0,3800000.0,889,13,1,15,50
1743,67.0,15.0,1,704,22,1,0,1,457,2,1,2045,4.0,1.0,2550000.0,3878,13,1,35,52
13,67.0,15.0,1,742,22,1,1,1,392,7,1,1487,5.0,2.0,1095000.0,2458,12,1,35,38
327,67.0,15.0,1,742,22,1,0,1,355,4,1,1320,5.0,1.0,1099000.0,2085,7,1,31,53
841,67.0,15.0,1,845,22,1,0,1,457,2,1,2031,5.0,2.0,2425000.0,3800,12,1,35,48
1743,67.0,15.0,1,742,35,1,1,1,33,4,1,73,5.0,2.0,2350000.0,82,13,1,5,54
1743,67.0,15.0,1,742,22,1,0,1,570,2,1,2581,5.0,2.0,4300000.0,4832,1,1,37,44
540,67.0,15.0,1,742,22,1,1,1,229,2,1,971,4.0,4.0,945000.0,1623,13,1,16,38
363,67.0,15.0,1,492,22,1,0,1,593,7,1,2663,4.0,2.0,2250000.0,4931,11,1,37,41
1322,67.0,15.0,1,704,22,1,0,1,229,2,1,964,5.0,3.0,975000.0,1615,12,1,16,37
75,67.0,15.0,1,704,22,1,1,1,127,7,1,459,4.0,3.0,2950000.0,636,5,1,15,47
517,67.0,15.0,1,781,43,1,1,1,439,2,1,1920,4.0,3.0,799000.0,3537,13,1,35,43
1354,67.0,15.0,1,584,35,1,0,1,195,4,1,866,5.0,2.0,2900000.0,1473,13,1,15,52
1743,67.0,15.0,1,584,43,1,0,1,550,6,1,2466,4.0,1.0,8500000.0,4671,13,1,37,48
270,67.0,15.0,1,781,22,1,1,1,411,2,1,1640,4.0,2.0,8250000.0,2810,13,1,35,41
1743,67.0,15.0,1,639,35,1,1,1,439,4,1,1949,4.0,2.0,1390000.0,3674,7,1,35,52
1663,67.0,15.0,1,795,22,1,1,1,125,7,1,444,4.0,2.0,2815000.0,613,12,1,15,47
20,67.0,15.0,1,745,22,1,1,1,411,0,1,1638,4.0,3.0,840000.0,2769,13,1,35,40
1743,67.0,15.0,1,398,22,1,0,1,158,7,1,696,4.0,1.0,4730000.0,1223,2,1,15,49
1743,67.0,15.0,1,232,43,1,1,1,429,4,1,1782,5.0,2.0,780000.0,3176,7,1,35,41
1743,67.0,15.0,1,849,22,1,0,1,558,4,1,2509,5.0,2.0,300000.0,4726,13,1,37,15
1151,67.0,15.0,1,802,43,1,1,1,380,8,1,1384,5.0,2.0,865000.0,2199,13,1,35,41
1743,67.0,15.0,1,802,22,1,0,1,608,8,1,2749,4.0,1.0,3600000.0,4686,12,1,37,45
1743,67.0,15.0,1,802,18,1,1,1,254,4,1,1032,5.0,2.0,2700000.0,1707,13,1,21,53
259,67.0,15.0,1,802,22,1,1,1,60,4,1,177,5.0,2.0,735000.0,236,12,1,10,38
1743,67.0,15.0,1,802,43,1,1,1,429,4,1,1781,5.0,2.0,865000.0,3172,12,1,35,40
323,67.0,15.0,1,802,22,1,1,1,172,7,1,806,5.0,2.0,5500000.0,1409,1,1,15,52
700,67.0,15.0,1,802,35,1,1,1,226,7,1,949,5.0,1.0,6950000.0,1579,12,1,16,56
659,67.0,15.0,1,802,14,1,0,1,411,6,1,80,5.0,1.0,7995000.0,93,2,1,5,54
194,67.0,15.0,1,802,22,1,1,1,341,8,1,1285,5.0,1.0,400000.0,2037,5,1,28,18
1743,67.0,15.0,1,802,22,1,0,1,608,8,1,2749,4.0,2.0,3550000.0,4687,12,1,37,45
138,67.0,15.0,1,326,14,1,1,1,644,7,1,644,5.0,2.0,5895000.0,1098,13,1,15,54
285,67.0,15.0,1,395,22,1,1,1,436,2,0,1857,4.0,2.0,750000.0,3373,13,1,35,45
321,67.0,15.0,1,395,22,1,1,1,617,8,1,2760,4.0,2.0,790000.0,5094,7,1,38,52
329,67.0,15.0,1,395,22,1,1,1,411,2,1,1675,4.0,1.0,3200000.0,2954,7,1,35,54
1278,67.0,15.0,1,742,22,1,0,1,53,7,1,135,5.0,1.0,343000.0,153,5,1,9,26
1743,67.0,15.0,1,742,22,1,1,1,411,2,1,1559,5.0,2.0,1185000.0,2593,13,1,35,54
1743,67.0,15.0,1,742,14,1,1,1,566,6,1,2552,7.0,2.0,4800000.0,4792,13,1,37,32
1738,67.0,15.0,1,742,22,1,1,1,457,2,1,2039,4.0,1.0,2200000.0,3863,5,1,35,51
717,67.0,15.0,1,742,22,1,1,1,426,2,1,1766,5.0,2.0,485000.0,3124,13,1,35,30
300,67.0,15.0,1,742,22,1,1,1,457,8,1,2032,4.0,3.0,1920000.0,3817,7,1,35,49
114,67.0,15.0,1,742,22,1,1,1,281,7,1,1098,5.0,3.0,5350000.0,4211,13,1,37,54
1135,270.0,12.0,1,742,22,1,1,1,622,6,1,2421,7.0,1.0,12200000.0,4647,13,1,37,51
250,67.0,15.0,1,742,22,1,1,1,172,8,1,773,5.0,1.0,1560000.0,1323,13,1,15,36
1538,67.0,15.0,1,742,22,1,0,1,418,7,1,1714,4.0,2.0,2085000.0,3017,13,1,35,49
473,67.0,15.0,1,742,22,1,0,1,425,2,1,1745,5.0,2.0,1450000.0,3070,12,1,35,40
1743,67.0,15.0,1,742,22,1,1,1,532,4,1,2391,4.0,2.0,2925000.0,4571,1,1,37,47
1743,67.0,15.0,1,742,22,1,1,1,396,4,1,1537,7.0,2.0,850000.0,2553,13,1,35,4
1594,67.0,15.0,1,742,22,1,1,1,148,7,1,617,4.0,2.0,995000.0,1021,2,1,15,28
1743,67.0,15.0,1,742,18,1,1,1,535,8,1,2409,4.0,1.0,1250000.0,4480,13,1,37,5
1145,67.0,15.0,1,742,22,1,1,1,380,2,1,1424,4.0,1.0,2850000.0,2367,7,1,35,55
1743,67.0,15.0,1,742,22,1,0,1,593,4,1,2691,4.0,1.0,3250000.0,5000,11,1,37,51
297,67.0,15.0,1,735,22,1,1,1,394,4,1,1521,5.0,1.0,1500000.0,2514,13,1,35,48
175,67.0,15.0,1,356,22,1,1,1,429,7,1,1781,4.0,4.0,1225000.0,3173,13,1,35,40
1142,67.0,15.0,1,236,22,1,1,1,461,2,1,2068,5.0,2.0,2425000.0,3948,13,1,35,51
1743,67.0,15.0,1,496,22,1,1,1,394,10,1,1512,6.0,3.0,750000.0,2495,13,1,35,41
1743,67.0,15.0,1,334,22,1,1,1,137,7,1,528,5.0,2.0,2150000.0,793,7,1,15,42
1746,67.0,15.0,1,779,22,1,1,1,411,8,1,1635,5.0,3.0,980000.0,2784,2,1,35,40
1269,67.0,15.0,1,85,22,1,1,1,411,4,1,195,5.0,2.0,985000.0,299,4,1,10,54
20,67.0,15.0,1,236,22,1,0,1,411,4,1,888,5.0,1.0,2270000.0,1494,2,1,15,54
1582,67.0,15.0,1,85,22,1,1,1,497,7,1,2137,5.0,2.0,6750000.0,4014,13,1,37,55
696,67.0,15.0,1,236,35,1,1,1,522,7,1,2290,4.0,2.0,1550000.0,4276,12,1,37,39
7,67.0,15.0,1,236,22,1,1,1,439,4,1,1878,5.0,2.0,360000.0,3427,13,1,35,23
7,67.0,15.0,1,236,22,1,1,1,439,4,1,1878,5.0,2.0,360000.0,3426,13,1,35,23
1743,67.0,15.0,1,122,22,1,1,1,436,8,1,1843,5.0,2.0,750000.0,3312,13,1,35,39
1621,67.0,15.0,1,236,22,1,1,1,155,4,1,685,5.0,3.0,2350000.0,1189,12,1,15,43
1743,67.0,15.0,1,556,22,1,1,1,365,2,1,1342,5.0,1.0,495000.0,2116,7,1,35,26
1623,67.0,15.0,1,85,22,1,1,1,155,7,1,686,4.0,3.0,2550000.0,1190,12,1,15,43
1743,67.0,15.0,1,85,18,1,1,1,411,8,1,1470,5.0,1.0,950000.0,2385,12,1,35,54
1183,67.0,15.0,1,792,22,1,0,1,439,8,1,1923,4.0,1.0,1280000.0,3567,13,1,35,46
1142,67.0,15.0,1,236,22,1,1,1,457,2,1,2039,5.0,2.0,2350000.0,3870,13,1,35,51
824,67.0,15.0,1,276,22,1,0,1,306,2,1,1179,5.0,1.0,2350000.0,1911,14,1,27,49
1743,67.0,15.0,1,85,22,1,1,1,405,4,1,1603,5.0,2.0,3150000.0,2681,13,1,35,55
1743,67.0,15.0,1,780,22,1,1,1,522,1,1,2291,4.0,2.0,1345000.0,4280,13,1,37,39
813,67.0,15.0,1,760,22,1,1,1,140,8,1,577,5.0,1.0,4000000.0,992,13,1,15,53
300,67.0,15.0,1,761,22,1,0,1,336,2,1,1275,4.0,2.0,1950000.0,2025,7,1,28,46
1142,67.0,15.0,1,761,22,1,1,1,461,2,1,2068,5.0,2.0,2150000.0,3945,1,1,35,51
35,67.0,15.0,1,761,22,1,1,1,137,7,1,534,4.0,2.0,2375000.0,815,12,1,15,45
1743,67.0,15.0,1,761,43,1,0,1,355,4,1,1320,4.0,2.0,899000.0,2086,12,1,31,53
382,67.0,15.0,1,846,22,1,1,1,411,0,1,115,4.0,2.0,530000.0,140,12,1,37,54
46,67.0,15.0,1,83,22,1,1,1,137,7,1,570,5.0,1.0,4300000.0,955,13,1,15,54
1582,67.0,15.0,1,83,22,1,0,1,532,7,1,2391,5.0,2.0,2800000.0,4576,1,1,37,47
1597,67.0,15.0,1,761,22,1,1,1,532,2,1,2400,4.0,3.0,3370000.0,4594,1,1,37,49
277,67.0,15.0,1,847,22,1,1,1,380,8,1,1392,5.0,1.0,1400000.0,2241,13,1,35,43
1594,67.0,15.0,1,163,22,1,0,1,60,8,1,180,4.0,4.0,1180000.0,261,2,1,10,40
40,67.0,15.0,1,761,35,1,1,1,600,7,1,2726,5.0,1.0,4350000.0,5073,13,1,37,55
1743,67.0,15.0,1,526,18,1,1,1,411,8,1,2825,4.0,2.0,900000.0,3063,7,1,35,54
1743,67.0,15.0,1,761,22,1,1,1,439,8,1,1907,5.0,2.0,680000.0,3518,13,1,35,40
1530,67.0,15.0,1,761,22,1,1,1,380,8,1,1383,4.0,3.0,1050000.0,2197,12,1,35,41
344,67.0,15.0,1,163,22,1,1,1,134,4,1,497,5.0,2.0,1450000.0,724,12,1,15,37
1743,67.0,15.0,1,761,22,1,1,1,429,7,1,1774,5.0,2.0,1035000.0,3165,13,1,35,39
1743,67.0,15.0,1,460,22,1,1,1,432,7,1,1805,5.0,3.0,470000.0,3214,13,1,35,30
1743,67.0,15.0,1,83,22,1,1,1,380,0,1,1393,5.0,2.0,1000000.0,2246,12,1,35,44
1493,67.0,15.0,1,761,35,1,0,1,191,2,1,853,5.0,2.0,2350000.0,1456,7,1,15,46
1743,67.0,15.0,1,163,22,1,1,1,439,2,1,1910,5.0,2.0,795000.0,3528,12,1,35,41
1644,67.0,15.0,1,163,22,1,1,1,392,4,1,1484,5.0,3.0,890000.0,2457,13,1,35,38
1743,67.0,15.0,1,123,22,1,1,1,247,8,1,1010,5.0,3.0,230000.0,1678,13,1,17,24
1577,67.0,15.0,1,372,22,1,1,1,411,2,1,1642,5.0,2.0,1165000.0,2815,13,1,35,41
1743,67.0,15.0,1,372,14,1,1,1,665,7,1,819,4.0,2.0,5100000.0,1092,13,1,15,51
254,67.0,15.0,1,372,9,1,1,1,436,8,1,1838,5.0,2.0,410000.0,3282,13,1,35,37
496,67.0,15.0,1,372,18,1,1,1,148,7,1,636,4.0,4.0,1450000.0,1085,12,1,15,39
327,67.0,15.0,1,372,35,1,1,1,532,7,1,2404,5.0,2.0,4000000.0,4605,13,1,37,52
440,67.0,15.0,1,372,22,1,1,1,497,7,1,2137,5.0,1.0,7000000.0,4015,13,1,37,55
1743,67.0,15.0,1,372,22,1,0,1,394,10,1,1519,7.0,2.0,1190000.0,2513,13,1,35,47
642,67.0,15.0,1,372,22,1,1,1,260,6,1,1055,5.0,2.0,6525000.0,1742,13,1,21,53
1132,67.0,15.0,1,372,22,1,1,1,532,7,1,2390,4.0,2.0,2650000.0,4564,1,1,37,46
1743,67.0,15.0,1,372,43,1,0,1,341,7,1,1290,5.0,1.0,400000.0,2050,13,1,28,25
1668,67.0,15.0,1,372,22,1,1,1,647,4,1,2809,5.0,2.0,820000.0,1810,7,1,35,44
1377,67.0,15.0,1,372,22,1,1,1,411,2,1,1666,5.0,2.0,1560000.0,2912,13,1,35,49
1743,67.0,15.0,1,372,22,1,1,1,137,7,1,540,5.0,2.0,2755000.0,840,1,1,15,47
1743,67.0,15.0,1,372,22,1,1,1,411,4,1,1663,5.0,3.0,1528000.0,2902,12,1,35,48
1743,67.0,15.0,1,372,43,1,1,1,341,4,1,1291,5.0,1.0,400000.0,2052,13,1,28,26
1118,67.0,15.0,1,372,22,1,1,1,522,4,1,2304,4.0,1.0,2600000.0,4334,6,1,37,45
1743,67.0,15.0,1,372,22,1,1,1,60,8,1,175,5.0,4.0,875000.0,230,2,1,10,38
1743,67.0,15.0,1,372,35,1,0,1,411,8,1,326,5.0,2.0,1650000.0,480,13,1,11,54
1551,67.0,15.0,1,372,22,1,1,1,134,7,1,498,5.0,4.0,1795000.0,726,12,1,15,38
1476,67.0,15.0,1,372,22,1,1,1,137,8,1,537,5.0,1.0,2330000.0,833,12,1,15,46
199,67.0,15.0,1,372,22,1,1,1,164,8,1,713,5.0,3.0,750000.0,1231,13,1,15,23
1743,67.0,15.0,1,372,22,1,1,1,436,8,1,1857,4.0,2.0,750000.0,3368,7,1,35,45
1743,67.0,15.0,1,372,43,1,1,1,341,4,1,1291,5.0,1.0,400000.0,2051,13,1,28,26
1743,67.0,15.0,1,662,22,1,1,1,164,7,1,715,4.0,2.0,3650000.0,1235,12,1,15,49
1390,67.0,15.0,1,662,22,1,1,1,411,2,1,1657,5.0,2.0,1350000.0,2866,7,1,35,46
1013,67.0,15.0,1,662,22,1,0,1,78,2,1,292,5.0,2.0,1100000.0,431,13,1,10,35
1186,67.0,15.0,1,662,42,1,1,1,411,7,1,1555,5.0,1.0,650000.0,2570,12,1,35,54
1743,67.0,15.0,1,162,22,1,1,1,439,7,1,1928,4.0,2.0,1225000.0,3576,13,1,35,47
1743,67.0,15.0,1,162,43,1,0,1,570,7,1,2583,4.0,1.0,4150000.0,4836,13,1,37,45
1743,67.0,15.0,1,162,43,1,0,1,660,8,1,2827,4.0,2.0,525000.0,3801,6,1,35,34
144,67.0,15.0,1,162,43,1,0,1,599,4,1,2706,7.0,1.0,2750000.0,5024,1,1,37,40
1579,67.0,15.0,1,162,9,1,1,1,134,7,1,496,5.0,5.0,1350000.0,722,13,1,15,37
1757,67.0,15.0,1,162,22,1,1,1,177,7,1,818,5.0,2.0,5250000.0,1091,12,1,15,51
782,67.0,15.0,1,162,22,1,1,1,147,7,1,610,5.0,2.0,1300000.0,1052,1,1,15,36
321,67.0,15.0,1,267,22,1,1,1,617,2,1,2763,5.0,2.0,935000.0,5097,7,1,38,52
1743,67.0,15.0,1,707,22,1,1,1,380,8,1,1416,5.0,2.0,2450000.0,2336,7,1,35,54
1777,67.0,15.0,1,162,22,1,1,1,600,7,1,2719,5.0,2.0,3600000.0,5059,13,1,37,54
1743,67.0,15.0,1,162,22,1,1,1,152,7,1,660,5.0,1.0,5000000.0,1140,13,1,15,50
1743,67.0,15.0,1,162,22,1,0,1,366,7,1,2546,5.0,2.0,1650000.0,4779,11,1,37,44
1743,67.0,15.0,1,162,22,1,0,1,411,4,1,216,5.0,2.0,1478500.0,325,12,1,10,54
1151,67.0,15.0,1,162,22,1,1,1,380,2,1,1428,5.0,2.0,2680000.0,2373,7,1,35,56
297,67.0,15.0,1,162,22,1,0,1,81,8,1,301,4.0,1.0,2450000.0,440,1,1,10,51
1007,67.0,15.0,1,162,22,1,1,1,45,6,1,87,7.0,1.0,7500000.0,94,2,1,5,55
245,67.0,15.0,1,162,22,1,0,1,411,2,1,1680,5.0,1.0,850000.0,2964,2,1,35,54
1743,67.0,15.0,1,580,22,1,0,1,411,7,1,2788,5.0,2.0,690000.0,135,1,1,15,54
1743,67.0,15.0,1,162,43,1,1,1,392,7,1,1483,5.0,2.0,1049999.0,2445,13,1,35,37
1363,67.0,15.0,1,508,22,1,0,1,62,8,1,208,7.0,3.0,1650000.0,314,13,1,10,49
1644,67.0,15.0,1,508,22,1,1,1,134,7,1,500,4.0,2.0,2580000.0,735,12,1,15,39
1743,67.0,15.0,1,508,22,1,0,1,411,5,1,2843,5.0,2.0,370000.0,1,12,1,35,54
179,67.0,15.0,1,410,22,1,0,1,134,0,1,501,5.0,2.0,1850000.0,752,4,1,15,40
822,67.0,15.0,1,243,22,1,0,1,392,7,1,1474,5.0,3.0,795000.0,2429,13,1,35,33
1743,67.0,15.0,1,833,22,1,1,1,411,2,1,1671,4.0,2.0,2800000.0,2936,7,1,35,51
1743,67.0,15.0,1,680,22,1,1,1,439,4,1,1896,4.0,3.0,600000.0,3468,12,1,35,37
280,67.0,15.0,1,789,22,1,1,1,450,8,1,1991,4.0,3.0,1690000.0,3728,13,1,35,44
1142,67.0,15.0,1,184,22,1,1,1,457,2,1,2039,3.0,3.0,2130000.0,3858,7,1,35,51
